MC,Reactants,Reagents,Products,uspto_split
DCC_condensation,CC(C)(C)OC(=O)N1CCC(NC(=O)OCc2ccccc2)(C(=O)O)CC1.N,C(=NC1CCCCC1)=NC1CCCCC1,CC(C)(C)OC(=O)N1CCC(NC(=O)OCc2ccccc2)(C(N)=O)CC1,train
aldol_condensation,O=C1Cc2c(CCO)cccc2N1.O=Cc1ccc2[nH]ccc2c1,[OH-],O=C1Nc2cccc(CCO)c2C1=Cc1ccc2[nH]ccc2c1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CC(C)c1cc(C(=O)Cl)ccc1OCc1ccccc1.Cc1ccc([N+](=O)O)c2cc[nH]c12,,Cc1ccc([N+](=O)O)c2ccn(C(=O)c3ccc(OCc4ccccc4)c(C(C)C)c3)c12,train
SN2_alcohol(thiol),COc1ccccc1CCOCCOc1ccc(C2CCN(C(=O)OC(C)(C)C)CC2O)cc1.COCCCN1C(=O)CCc2ccc(CCl)cc21,[H-].[Na+],COCCCN1C(=O)CCc2ccc(COC3CN(C(=O)OC(C)(C)C)CCC3c3ccc(OCCOCCc4ccccc4OC)cc3)cc21,train
nucleophilic_attack_to_iso(thio)cyanate,Nc1cc(Cn2c(=O)oc(=O)c3ccccc32)ccn1.C=C(C)C(=O)OCCN=C=O,,C=C(C)C(=O)OCCNC(=O)Nc1cc(Cn2c(=O)oc(=O)c3ccccc32)ccn1,train
DCC_condensation,CC(=O)Nc1cnc(-c2ccccc2)n(CC(=O)O)c1=O.COC(=O)C(N)C(C)C,C(=NC1CCCCC1)=NC1CCCCC1,COC(=O)C(NC(=O)Cn1c(-c2ccccc2)ncc(NC(C)=O)c1=O)C(C)C,train
DCC_condensation,COC1CCN(C(=O)c2cc3nccc(Oc4ccc5c(C(=O)O)c(C)oc5c4)c3s2)C1.NCCO,C(=NC1CCCCC1)=NC1CCCCC1,COC1CCN(C(=O)c2cc3nccc(Oc4ccc5c(C(=O)NCCO)c(C)oc5c4)c3s2)C1,train
SN2,O=[N+](O)c1cccc(CBr)c1.N,,NCc1cccc([N+](=O)O)c1,train
DCC_condensation,O=C(O)C1(O)c2ccccc2-c2ccccc21.O=C(OCc1ccccc1)C1CCCN1,C(=NC1CCCCC1)=NC1CCCCC1,O=C(OCc1ccccc1)C1CCCN1C(=O)C1(O)c2ccccc2-c2ccccc21,train
SNAr(ortho),CC(=O)c1cc(C#N)c(Cl)nc1C.C1COCCN1,,CC(=O)c1cc(C#N)c(N2CCOCC2)nc1C,train
SN2,N#CC(c1ccccc1)(c1ccccc1)C12CCN(CC1)C2.BrCCc1cc2ccccc2[nH]1,,N#CC(c1ccccc1)(c1ccccc1)C12CC[N+](CCc3cc4ccccc4[nH]3)(CC1)C2,train
reductive_amination,COc1ccc(COC(=O)C(C2CCCCC2)N2CC(C=O)C(c3ccccc3)C2)cc1.Cc1[nH]n(C2CCNCC2)c(=O)c1Cc1ccccc1,[H+].[BH3-]C#N.[Na+],COc1ccc(COC(=O)C(C2CCCCC2)N2CC(CN3CCC(n4[nH]c(C)c(Cc5ccccc5)c4=O)CC3)C(c3ccccc3)C2)cc1,train
DCC_condensation,COC(=O)c1ccc(OCC2CC(Oc3ccc4ccccc4c3)CN2)cc1.Cc1ccccc1Nc1nc2ccc(CC(=O)O)cc2o1,C(=NC1CCCCC1)=NC1CCCCC1,COC(=O)c1ccc(OCC2CC(Oc3ccc4ccccc4c3)CN2C(=O)Cc2ccc3nc(Nc4ccccc4C)oc3c2)cc1,train
Mitsunobu,CC(C)(C)OC(=O)N1CCC(CO)CC1.Oc1ccc(OCc2ccccc2)cc1,c1ccc(P(c2ccccc2)c2ccccc2)cc1.CCOC(=O)N=NC(=O)OCC,CC(C)(C)OC(=O)N1CCC(COc2ccc(OCc3ccccc3)cc2)CC1,train
DCC_condensation,CC(C)(C)OC(=O)NC(CC(=O)N1CCn2c(C(F)(F)F)nc(C(=O)O)c2C1)Cc1cc(F)c(F)cc1F.C1CCNC1,C(=NC1CCCCC1)=NC1CCCCC1,CC(C)(C)OC(=O)NC(CC(=O)N1CCn2c(C(F)(F)F)nc(C(=O)N3CCCC3)c2C1)Cc1cc(F)c(F)cc1F,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,O=C(Cl)c1ccc(-n2nc3c4ccccc4[nH]c(C4CC4)c-3c2=O)cc1.CN(C)CCCN,,CN(C)CCCNC(=O)c1ccc(-n2nc3c4ccccc4[nH]c(C4CC4)c-3c2=O)cc1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CNc1cccc(C)c1C.O=C(Br)CBr,,Cc1cccc(N(C)C(=O)CBr)c1C,train
O_demethylation,COc1ccc(-c2oc3ccccc3c2C(=O)c2cc(Cl)cc(Cl)c2)cc1,BrB(Br)Br.O,O=C(c1cc(Cl)cc(Cl)c1)c1c(-c2ccc(O)cc2)oc2ccccc12,train
SN2,CC(C)(C)OC(=O)NC1CCN(c2cccc3ccc(O[Si](C)(C)C(C)(C)C)cc23)C1,[F-],CC(C)(C)OC(=O)NC1CCN(c2cccc3ccc(O)cc23)C1,train
SN2_alcohol(thiol),O=C(CBr)c1cccc([N+](=O)O)c1.CC(=O)O,[H-].[Na+],CC(=O)OCC(=O)c1cccc([N+](=O)O)c1,train
DCC_condensation,O=C(O)Cn1nc(-c2ccc(Cl)cc2)n(C2CC2)c1=O.CC(C)(N)c1cccc(C(F)(F)F)c1,C(=NC1CCCCC1)=NC1CCCCC1,CC(C)(NC(=O)Cn1nc(-c2ccc(Cl)cc2)n(C2CC2)c1=O)c1cccc(C(F)(F)F)c1,train
SNAr(ortho),Nc1cccc(-c2ccccn2)c1.O=[N+](O)c1cc(I)ccc1F,,O=[N+](O)c1cc(I)ccc1Nc1cccc(-c2ccccn2)c1,train
SN2,CCOC(=O)CSC(CCCCOS(C)(=O)=O)CCCc1cccnc1.[N-]=[N+]=[N-],,CCOC(=O)CSC(CCCCN=[N+]=[N-])CCCc1cccnc1,train
SN2_alcohol(thiol),Oc1cccnc1I.COCCl,[H-].[Na+],COCOc1cccnc1I,train
DCC_condensation,CN1C(=O)CN(N)C(c2ccccc2)c2cc(Cl)ccc21.O=C(O)CNC(=O)OCc1ccccc1,C(=NC1CCCCC1)=NC1CCCCC1,CN1C(=O)CN(NC(=O)CNC(=O)OCc2ccccc2)C(c2ccccc2)c2cc(Cl)ccc21,train
DCC_condensation,CC(C)(C)OC(=O)N1CCC(CN)C1.O=C(O)c1cc(Br)c(Br)[nH]1,C(=NC1CCCCC1)=NC1CCCCC1,CC(C)(C)OC(=O)N1CCC(CNC(=O)c2cc(Br)c(Br)[nH]2)C1,train
reductive_amination,CC(=O)c1cc2cccnc2n1-c1cccc(F)c1.N,[H+].[BH3-]C#N.[Na+],CC(N)c1cc2cccnc2n1-c1cccc(F)c1,train
SN2_alcohol(thiol),COc1cc(CBr)sc1CO[Si](C)(C)C(C)(C)C.CCOC(=O)CCc1ccc(O)cc1F,[H-].[Na+],CCOC(=O)CCc1ccc(OCc2cc(OC)c(CO[Si](C)(C)C(C)(C)C)s2)cc1F,train
SNAr(ortho),COc1cc(Cl)c(-c2ccnc(OS(=O)(=O)C(F)(F)F)c2[N+](=O)O)cc1F.CCC(N)C1CC1,,CCC(Nc1nccc(-c2cc(F)c(OC)cc2Cl)c1[N+](=O)O)C1CC1,train
DCC_condensation,O=C(O)c1ccc(Br)cc1Cl.CC(C)(C)OC(=O)NN,C(=NC1CCCCC1)=NC1CCCCC1,CC(C)(C)OC(=O)NNC(=O)c1ccc(Br)cc1Cl,train
DCC_condensation,COc1cc(C(F)(F)F)cc(C(F)(F)F)c1C(=O)O.NC1CCCC1N1CCCC1,C(=NC1CCCCC1)=NC1CCCCC1,COc1cc(C(F)(F)F)cc(C(F)(F)F)c1C(=O)NC1CCCC1N1CCCC1,train
Boc_deprotection,CC(C)(C)OC(=O)N1CCC(NC(=O)C(F)(F)F)C1,[H+],O=C(NC1CCNC1)C(F)(F)F,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.C1=CCNC1,,CC(C)(C)OC(=O)N1CC=CC1,train
reductive_amination,CC(=O)c1ccc(Cl)cc1.NC=O,[H+].[BH3-]C#N.[Na+],CC(NC=O)c1ccc(Cl)cc1,train
alcohol_attack_to_carbonyl_or_sulfonyl,O=C(CSCCO)NCC=CCOc1cc(CN2CCCCC2)ccn1.CC(C)(C)C(=O)Cl,[H-].[Na+],CC(C)(C)C(=O)OCCSCC(=O)NCC=CCOc1cc(CN2CCCCC2)ccn1,train
Swern_oxidation,COc1ccc(Cc2cc(C3(OC)OC(CO)C(OCc4ccccc4)C(OCc4ccccc4)C3OCc3ccccc3)ccc2Cl)c(F)c1F,O=C(Cl)C(=O)Cl.CS(C)=O.CCN(CC)CC,COc1ccc(Cc2cc(C3(OC)OC(C=O)C(OCc4ccccc4)C(OCc4ccccc4)C3OCc3ccccc3)ccc2Cl)c(F)c1F,train
SN2_alcohol(thiol),CC(CNS(=O)(=O)C(C)C)c1ccc2cc(O)ccc2c1.N#CCBr,[H-].[Na+],CC(CNS(=O)(=O)C(C)C)c1ccc2cc(OCC#N)ccc2c1,train
SN2,CC(=O)N1CCc2nc(-c3ccc(OCCCCl)cc3)sc2C1.CC1CCCN1,,CC(=O)N1CCc2nc(-c3ccc(OCCCN4CCCC4C)cc3)sc2C1,train
DCC_condensation,CCc1cc2c(N3CCNCC3)nc(SCC(=O)OC)nc2s1.COc1ccc(-c2noc(C)c2C(=O)O)cc1,C(=NC1CCCCC1)=NC1CCCCC1,CCc1cc2c(N3CCN(C(=O)c4c(-c5ccc(OC)cc5)noc4C)CC3)nc(SCC(=O)OC)nc2s1,train
SN2,N#Cc1ccc(N(Cc2ccccc2C(F)(F)F)C2CCNC2)cc1.BrCc1ccncc1,,N#Cc1ccc(N(Cc2ccccc2C(F)(F)F)C2CCN(Cc3ccncc3)C2)cc1,train
SN2,Cc1oc(-c2ccccc2)nc1COc1ccc(CCOS(C)(=O)=O)cc1.CCOC(=O)CCc1c[nH]nc1-c1ccccc1,,CCOC(=O)CCc1cn(CCc2ccc(OCc3nc(-c4ccccc4)oc3C)cc2)nc1-c1ccccc1,train
alcohol_attack_to_carbonyl_or_sulfonyl,C=Cc1ccc(O)cc1.O=C(Cl)CCl,[H-].[Na+],C=Cc1ccc(OC(=O)CCl)cc1,train
SN2,Clc1nc2ccccc2[nH]1.CCOC(CBr)OCC,,CCOC(Cn1c(Cl)nc2ccccc21)OCC,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,NCCc1c[nH]c2ccccc12.CS(=O)(=O)Cl,,CS(=O)(=O)NCCc1c[nH]c2ccccc12,train
SN2,NC(=O)C1CCCN1.OCCCBr,,NC(=O)C1CCCN1CCCO,train
SN2,Brc1ccc2c(c1)NCC2.Fc1cccc(CBr)c1,,Fc1cccc(CN2CCc3ccc(Br)cc32)c1,train
SN2_alcohol(thiol),Oc1ccc(Br)cc1.N#CCBr,[H-].[Na+],N#CCOc1ccc(Br)cc1,train
SN2_alcohol(thiol),Nc1c(O)cccc1[N+](=O)O.CI,[H-].[Na+],COc1cccc([N+](=O)O)c1N,train
reductive_amination,COc1cc(O)c2c(c1C(N)=O)OC1=CC(O)=C(C(C)=O)C(=O)C12C.CCc1c(C)cc(C)c(C)c1C=O,[H+].[BH3-]C#N.[Na+],CCc1c(C)cc(C)c(C)c1CNC(=O)c1c(OC)cc(O)c2c1OC1=CC(O)=C(C(C)=O)C(=O)C12C,train
DCC_condensation,Cc1n[nH]c(C)c1CC(=O)O.NC1CCCc2ccccc21,C(=NC1CCCCC1)=NC1CCCCC1,Cc1n[nH]c(C)c1CC(=O)NC1CCCc2ccccc21,train
DCC_condensation,O=C(O)c1cc2n(n1)CCCC2.NCc1ccc(Br)cc1F,C(=NC1CCCCC1)=NC1CCCCC1,O=C(NCc1ccc(Br)cc1F)c1cc2n(n1)CCCC2,train
reductive_amination,COc1cnc2ccc(=O)n(CCN3CCC(N)CC3)c2c1.COc1ncc(C=O)cc1F,[H+].[BH3-]C#N.[Na+],COc1cnc2ccc(=O)n(CCN3CCC(NCc4cnc(OC)c(F)c4)CC3)c2c1,train
SN2_alcohol(thiol),Oc1ccn(-c2ccc(Cl)cc2)n1.CC(=O)CCl,[H-].[Na+],CC(=O)COc1ccn(-c2ccc(Cl)cc2)n1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,O=C(Cl)OCc1ccccc1.Nc1ccc2[nH]ncc2c1,,O=C(Nc1ccc2[nH]ncc2c1)OCc1ccccc1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,COC(=O)CCCCc1cc(N)cc(F)c1.CCOC(=O)Cl,,CCOC(=O)Nc1cc(F)cc(CCCCC(=O)OC)c1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,COC(=O)c1cnc(N2CCN(C3CC3)CC2)nc1.COc1cc(CCc2cc(N)[nH]n2)cc(OC)c1,,COc1cc(CCc2cc(NC(=O)c3cnc(N4CCN(C5CC5)CC4)nc3)[nH]n2)cc(OC)c1,train
SNAr(ortho),CCOC(=O)c1cn2ncc(C#N)c(Cl)c2c1OC.Nc1ccc(Oc2ccccc2)cc1,,CCOC(=O)c1cn2ncc(C#N)c(Nc3ccc(Oc4ccccc4)cc3)c2c1OC,train
Boc_deprotection,CC1CN(Cc2ccc(C3Nc4cccc5c(=O)[nH]nc(c45)C3c3ccc(F)cc3)cc2)CC(C)N1C(=O)OC(C)(C)C,[H+],CC1CN(Cc2ccc(C3Nc4cccc5c(=O)[nH]nc(c45)C3c3ccc(F)cc3)cc2)CC(C)N1,train
DCC_condensation,CN(C)C1(c2ccccc2)CCC(CN)CC1.O=C(O)CCn1ccc2ccccc21,C(=NC1CCCCC1)=NC1CCCCC1,CN(C)C1(c2ccccc2)CCC(CNC(=O)CCn2ccc3ccccc32)CC1,train
imine_formation,O=CC1CCOCC1.CC(C)(C)S(N)=O,[H+],CC(C)(C)S(=O)N=CC1CCOCC1,train
Boc_deprotection,CC(C)(C)OC(=O)N1CCC(c2ncccc2-c2ccccc2)CC1,[H+],c1ccc(-c2cccnc2C2CCNCC2)cc1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CCOC(=O)c1nc(C#N)c2c(-c3ccc(OC)cc3)noc2c1O.NCC(=O)O,,COc1ccc(-c2noc3c(O)c(C(=O)NCC(=O)O)nc(C#N)c23)cc1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,O=C(NCc1cn(-c2ccc(-n3ccccc3=O)cc2N2CCNCC2)nn1)c1ccc(Cl)s1.CC(=O)Cl,,CC(=O)N1CCN(c2cc(-n3ccccc3=O)ccc2-n2cc(CNC(=O)c3ccc(Cl)s3)nn2)CC1,train
DCC_condensation,CCOc1ccc2ccc(OC(CC)C(=O)O)cc2c1.CC(C)(N)C#N,C(=NC1CCCCC1)=NC1CCCCC1,CCOc1ccc2ccc(OC(CC)C(=O)NC(C)(C)C#N)cc2c1,train
DCC_condensation,O=C(O)c1ccc(-c2ccc(OCC3CCN(CC4(C(F)(F)F)CCC4)CC3)cc2)c(F)c1.OCC1CCCN1,C(=NC1CCCCC1)=NC1CCCCC1,O=C(c1ccc(-c2ccc(OCC3CCN(CC4(C(F)(F)F)CCC4)CC3)cc2)c(F)c1)N1CCCC1CO,train
aldol_condensation,CC(C)(C)OC(=O)N1CCN(c2ccnc3ccc(C=O)cc23)CC1.O=C1CSC(Nc2c(Cl)cccc2Cl)=N1,[OH-],CC(C)(C)OC(=O)N1CCN(c2ccnc3ccc(C=C4SC(Nc5c(Cl)cccc5Cl)=NC4=O)cc23)CC1,train
Boc_deprotection,Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc(-c4cc(C(=O)NCCCNC(=O)OC(C)(C)C)c[nH]4)c3)cc2)c1,[H+],Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc(-c4cc(C(=O)NCCCN)c[nH]4)c3)cc2)c1,train
nucleophilic_attack_to_iso(thio)cyanate,COc1cc2ncnc(N)c2cc1OC.O=C=Nc1c(Cl)cccc1Cl,,COc1cc2ncnc(NC(=O)Nc3c(Cl)cccc3Cl)c2cc1OC,train
SN2_alcohol(thiol),Nc1nccn2c(C3CCC3)nc(-c3cccc(O)c3)c12.COc1cccc(CBr)c1,[H-].[Na+],COc1cccc(COc2cccc(-c3nc(C4CCC4)n4ccnc(N)c34)c2)c1,train
DCC_condensation,O=C(O)C=Cc1ccco1.CC(C)O,C(=NC1CCCCC1)=NC1CCCCC1,CC(C)OC(=O)C=Cc1ccco1,train
SNAr(ortho),CC1CNCC(NC(=O)OC(C)(C)C)C1(C)O.O=[N+](O)c1cnccc1Cl,,CC1CN(c2ccncc2[N+](=O)O)CC(NC(=O)OC(C)(C)C)C1(C)O,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,COCCn1nc2c(N)nc3ccccc3c2c1CC(C)(C)N.O=C(Cl)c1ccc(F)cc1,,COCCn1nc2c(N)nc3ccccc3c2c1CC(C)(C)NC(=O)c1ccc(F)cc1,train
DCC_condensation,CC1CC(c2cccc(Br)c2)=CCN1.O=C(O)c1cc2ncc(Cl)cn2n1,C(=NC1CCCCC1)=NC1CCCCC1,CC1CC(c2cccc(Br)c2)=CCN1C(=O)c1cc2ncc(Cl)cn2n1,train
DCC_condensation,O=C(O)c1ccc2c(c1)N(Cc1ccc(OC3CCNCC3)cc1)C(=O)CN(C(=O)c1ccc(Cl)cc1)C2.C1CCNC1,C(=NC1CCCCC1)=NC1CCCCC1,O=C(c1ccc2c(c1)N(Cc1ccc(OC3CCNCC3)cc1)C(=O)CN(C(=O)c1ccc(Cl)cc1)C2)N1CCCC1,train
DCC_condensation,NCC1(c2ccc(F)nc2)CCC(F)(F)CC1.N#Cc1ccc(C(=O)O)c(F)c1,C(=NC1CCCCC1)=NC1CCCCC1,N#Cc1ccc(C(=O)NCC2(c3ccc(F)nc3)CCC(F)(F)CC2)c(F)c1,train
SN2,O=c1[nH]c(=O)n2c(c1-c1ccccc1)SC=CC2.Cc1ccc(CCl)cc1,,Cc1ccc(Cn2c(=O)c(-c3ccccc3)c3n(c2=O)CC=CS3)cc1,train
alcohol_attack_to_carbonyl_or_sulfonyl,CC(O)C1(F)CCN(C(=O)OCc2ccccc2)C1.CS(=O)(=O)Cl,[H-].[Na+],CC(OS(C)(=O)=O)C1(F)CCN(C(=O)OCc2ccccc2)C1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CCOC(=O)c1nc2ccc(F)cc2c(=O)[nH]1.NCc1cccc(OCCSc2nc[nH]n2)c1,,O=C(NCc1cccc(OCCSc2nc[nH]n2)c1)c1nc2ccc(F)cc2c(=O)[nH]1,train
DCC_condensation,CCCC(=O)c1cc(C#N)c(N2CCC(C(=O)O)CC2)nc1CN1CCCC1=O.CN(c1ccccc1)S(N)(=O)=O,C(=NC1CCCCC1)=NC1CCCCC1,CCCC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)N(C)c3ccccc3)CC2)nc1CN1CCCC1=O,train
DCC_condensation,N#CC1CC(F)CN1C(=O)CNC12CCC(C(=O)O)(CC1)CC2.N#Cc1ccc(N)cc1,C(=NC1CCCCC1)=NC1CCCCC1,N#Cc1ccc(NC(=O)C23CCC(NCC(=O)N4CC(F)CC4C#N)(CC2)CC3)cc1,train
reductive_amination,CCCC(C)COc1ccc(C(CN)NC(=O)C(C)c2ccccc2)cc1.O=CC1CC1,[H+].[BH3-]C#N.[Na+],CCCC(C)COc1ccc(C(CNCC2CC2)NC(=O)C(C)c2ccccc2)cc1,train
imine_formation,O=Cc1ccccc1.NNc1ccccn1,[H+],C(=NNc1ccccn1)c1ccccc1,train
reductive_amination,CCOC(=O)CCN.O=Cc1cccs1,[H+].[BH3-]C#N.[Na+],CCOC(=O)CCNCc1cccs1,train
SN2,O=[N+](O)c1ccc2[nH]ncc2c1.CC(C)(C)[Si](C)(C)OCCBr,,CC(C)(C)[Si](C)(C)OCCn1ncc2cc([N+](=O)O)ccc21,train
O_demethylation,COc1ccc(-c2cc(O)no2)cc1,BrB(Br)Br.O,Oc1ccc(-c2cc(O)no2)cc1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CCCN(CCc1cccc(N)c1)CCN1CCN(c2ccccc2)CC1.O=S(=O)(Cl)c1ccc(Cl)cc1,,CCCN(CCc1cccc(NS(=O)(=O)c2ccc(Cl)cc2)c1)CCN1CCN(c2ccccc2)CC1,train
Boc_deprotection,CCC(=O)NCCN1C(=O)C2(CCC2)Sc2cc(C)c(C(=O)N(C(C)C)C3CCCN(C(=O)OC(C)(C)C)C3)cc21,[H+],CCC(=O)NCCN1C(=O)C2(CCC2)Sc2cc(C)c(C(=O)N(C(C)C)C3CCCNC3)cc21,train
SN2,CS(=O)(=O)OCC1COc2c(F)cnc3ccc(=O)n1c23.CC(C)(C)OC(=O)NCC1CCNC1,,CC(C)(C)OC(=O)NCC1CCN(CC2COc3c(F)cnc4ccc(=O)n2c34)C1,train
SN2_alcohol(thiol),Oc1ccccc1Br.CC(C)CI,[H-].[Na+],CC(C)COc1ccccc1Br,train
SNAr(ortho),COC(=O)c1cc(Br)cnc1Cl.NOCc1ccccc1,,COC(=O)c1cc(Br)cnc1NOCc1ccccc1,train
reductive_amination,CC(=O)Cc1ccc(Cl)nc1.C1COCCN1,[H+].[BH3-]C#N.[Na+],CC(Cc1ccc(Cl)nc1)N1CCOCC1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CC(C)(C)OC(=O)N1CCc2c(n(CCN)c3ccccc23)CC1.O=C(Cl)c1ccccc1,,CC(C)(C)OC(=O)N1CCc2c(n(CCNC(=O)c3ccccc3)c3ccccc23)CC1,train
SNAr(ortho),N#Cc1c(Cl)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12.CCN1CCNCC1,,CCN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2C#N)CC1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,COC(=O)C=Cc1cccc(S(=O)(=O)Cl)c1.COc1cccc(N)c1,,COC(=O)C=Cc1cccc(S(=O)(=O)Nc2cccc(OC)c2)c1,train
aldol_condensation,CCOC(=O)CC#N.CC(C)=O,[OH-],CCOC(=O)C(C#N)=C(C)C,train
SN2_alcohol(thiol),Cc1cccc(C)c1-c1ccc(F)c(CBr)n1.CCOC(=O)C1C2Cc3cc(O)ncc3C21,[H-].[Na+],CCOC(=O)C1C2Cc3cc(OCc4nc(-c5c(C)cccc5C)ccc4F)ncc3C21,train
aldol_condensation,CN(Cc1cccc(-c2ccc(C=O)cc2)c1)C(=O)c1ccccc1.CCOC(=O)CC(=O)OCC,[OH-],CCOC(=O)C(=Cc1ccc(-c2cccc(CN(C)C(=O)c3ccccc3)c2)cc1)C(=O)OCC,train
SN2,O=c1ccc2ccc(OCCCCl)cc2o1.NCC1COc2ccccc2O1,,O=c1ccc2ccc(OCCCNCC3COc4ccccc4O3)cc2o1,train
SN2_alcohol(thiol),CC(C)(C)OC(=O)CBr.COC(=O)CCS,[H-].[Na+],COC(=O)CCSCC(=O)OC(C)(C)C,train
SN2,O=c1[nH]cc(-c2cnccn2)cc1Br.CCBr,,CCn1cc(-c2cnccn2)cc(Br)c1=O,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,COC(=O)c1cc(N)cnc1SCc1ccccc1.O=C(OC(=O)C(F)(F)F)C(F)(F)F,,COC(=O)c1cc(NC(=O)C(F)(F)F)cnc1SCc1ccccc1,train
SN2_alcohol(thiol),O=C(O)CC1CCN(C(c2ccccc2)(c2ccccc2)c2ccccc2)CC1.CCBr,[H-].[Na+],CCOC(=O)CC1CCN(C(c2ccccc2)(c2ccccc2)c2ccccc2)CC1,train
reductive_amination,CC(C)COc1cccc(C=O)c1.OC1CCNC1,[H+].[BH3-]C#N.[Na+],CC(C)COc1cccc(CN2CCC(O)C2)c1,train
SN1,COC(=O)c1cc(O)ncc1Br.CC(C)I,,COC(=O)c1cc(OC(C)C)ncc1Br,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,COC(=O)c1cc2[nH]c(-c3ccc(OCc4ccccc4)cc3N)c(C3CCCCC3)c2s1.O=C(Cl)CCl,,COC(=O)c1cc2[nH]c(-c3ccc(OCc4ccccc4)cc3NC(=O)CCl)c(C3CCCCC3)c2s1,train
SN2,O=C(CCl)Nc1ccc(OCc2ccccc2)cc1.NCc1ccccc1,,O=C(CNCc1ccccc1)Nc1ccc(OCc2ccccc2)cc1,train
Boc_deprotection,CC(C)(C)OC(=O)N1CCN(CCOc2cccc(OS(=O)(=O)c3ccccc3Cl)c2)CC1,[H+],O=S(=O)(Oc1cccc(OCCN2CCNCC2)c1)c1ccccc1Cl,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,Nc1nc(-c2ccncc2)cs1.O=C(Cl)c1ccccc1,,O=C(Nc1nc(-c2ccncc2)cs1)c1ccccc1,train
DCC_condensation,COc1ccc(Cn2nnnc2C=Cc2c(N3CCNCC3)nc3cc(C(=O)Nc4nc(C(C)(C)C)cs4)ccn3c2=O)cc1.CC(C)(C)OC(=O)NCCC(=O)O,C(=NC1CCCCC1)=NC1CCCCC1,COc1ccc(Cn2nnnc2C=Cc2c(N3CCN(C(=O)CCNC(=O)OC(C)(C)C)CC3)nc3cc(C(=O)Nc4nc(C(C)(C)C)cs4)ccn3c2=O)cc1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CCc1nc2c(N)nc3ccccc3c2n1CCCCNS(C)(=O)=O.CCOC(=O)Cl,,CCOC(=O)Nc1nc2ccccc2c2c1nc(CC)n2CCCCNS(C)(=O)=O,train
Boc_deprotection,CC(C)(C)OC(=O)N1Cc2ccccc2C1C(=O)NCC(F)(F)F,[H+],O=C(NCC(F)(F)F)C1NCc2ccccc21,train
SN2,O=C(NCCc1ccc([N+](=O)O)cc1)C(F)(F)F.Cc1ccccc1CBr,,Cc1ccccc1CN(CCc1ccc([N+](=O)O)cc1)C(=O)C(F)(F)F,train
SN2,CCC(NC(C)=O)c1ccc(Cl)c2nc3n(c12)CCCN3c1ccc(Cl)cc1Cl.CI,,CCC(c1ccc(Cl)c2nc3n(c12)CCCN3c1ccc(Cl)cc1Cl)N(C)C(C)=O,train
Boc_deprotection,CC(C)(C)OC(=O)N1C2CC3CC1CC(OCC1CC1)(C3)C2,[H+],C1CC1COC12CC3CC(C1)NC(C3)C2,train
SN2,COc1ccc(C(=O)NCC2CCNCC2)cc1OCCc1ccc(Cl)cc1Cl.O=C(O)CBr,,COc1ccc(C(=O)NCC2CCN(CC(=O)O)CC2)cc1OCCc1ccc(Cl)cc1Cl,train
reductive_amination,CCCCCCc1ccc(C#Cc2ccc(C=O)cc2)cc1.CC(C)(N)c1cccc(Cl)c1,[H+].[BH3-]C#N.[Na+],CCCCCCc1ccc(C#Cc2ccc(CNC(C)(C)c3cccc(Cl)c3)cc2)cc1,train
DCC_condensation,CC(C)C(NS(=O)(=O)c1ccc(-c2ccc(O)cc2)cc1)C(=O)OC(C)(C)C.O=C(O)c1cc2ccccc2o1,C(=NC1CCCCC1)=NC1CCCCC1,CC(C)C(NS(=O)(=O)c1ccc(-c2ccc(OC(=O)c3cc4ccccc4o3)cc2)cc1)C(=O)OC(C)(C)C,train
SN2_alcohol(thiol),O=C(c1cc(Cl)c(O)c(Cl)c1)N1CCOc2ccccc21.CCOC(=O)CBr,[H-].[Na+],CCOC(=O)COc1c(Cl)cc(C(=O)N2CCOc3ccccc32)cc1Cl,train
